Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
9d1056bc-3730-31fd-876a-8e23df133e3a,MARY  QUEEN AND MOTHER CENTER,7601 WATSON ROAD,SAINT LOUIS,MO,631195001,38.577671,-90.328759,3149618000,0.0,227
611047a3-d5a3-3697-bda4-7cbe0d6770e7,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,640689625,39.2749812,-94.4240001276834,8167817200,0.0,630
5974b63a-241c-3786-9498-b269a7661dd9,HERMANN AREA HOSPITAL DISTRICT,509 WEST 18TH STREET,HERMANN,MO,650410470,38.693076000000005,-91.44945885654896,5734862191,0.0,4
305f6609-a15d-3744-b5c1-43002c0a4f96,GLADSTONE URGENT CARE  LLC,7642 N OAK TRFY,GLADSTONE,MO,641181751,39.2214765,-94.5719748,8164681411,0.0,4
de8edbf2-7b8b-3644-8189-4cc7bdc28544,CARROLL COUNTY MEMORIAL HOSPITAL,1502 N JEFFERSON ST,CARROLLTON,MO,646331948,39.3765782,-93.49250001014481,6605421695,0.0,2130
a1e43bbf-b11a-3c4a-af65-0d0b1b4706f5,KINDRED HOSPITALS EAST LLC,4930 LINDELL BLVD,SAINT LOUIS,MO,631282106,38.64306095,-90.26315278582777,3143618700,0.0,13
99d1aa56-a495-3e6d-a36c-6191abdcad6c,MERCY HOSPICE SOUTH-DE GREEFF HOSPICE HOUSE,10024 KENNERLY ROAD,SAINT LOUIS,MO,631282106,38.5074325,-90.3855916,3145257390,0.0,3
3baf4bd2-f26d-3267-ba6a-37ec37506401,SAMUEL U RODGERS HEALTH CENTER,825 EUCLID AVENUE,KANSAS CITY,MO,641242323,39.1028101,-94.5580557,8164744920,0.0,39
97ee3201-4449-3c7b-83bb-51308dc7f2fb,CHAPMAN MEDICAL CLINIC LLC,101 N ELM ST STE E,PIERCE CITY,MO,657231233,36.945351,-94.001732,4174769005,0.0,105
76fb7d62-5c16-350d-bbb2-a6cc11849707,LEBANON INTERNAL MEDICINE/PEDS,120 HOSPITAL DRIVE  SUITE 300,LEBANON,MO,655369253,37.680617,-92.632822,4175336746,0.0,7
cec67b25-093a-3b23-b447-ffb97aa45717,BISHOP SPENCER PLACE  INC  THE,4301 MADISON AVENUE,KANSAS CITY,MO,641113491,39.04873055,-94.59603842839908,8169314277,0.0,3
a21401d0-19aa-31a0-95da-93f44594f00f,SEDALIA URGENT CARE LLC,115 W BROADWAY BLVD STE 100,SEDALIA,MO,653015708,38.704113285714286,-93.22865914285714,6609511091,0.0,90
4b07d9a6-e853-3b48-a85f-b622df6fd7e1,DIAMOND MEDICAL CARE  LLC,1101 NW PAMELA BLVD,GRAIN VALLEY,MO,640297803,39.02381,-94.213681,8162951606,0.0,73
52bfc2e6-ad5f-3837-9fff-52e832f4984e,BETHESDA MEADOW,322  OLD STATE ROAD,ELLISVILLE,MO,630215917,38.5820112,-90.594064,6362273431,0.0,13
89875e4a-a928-39db-ac72-111faff13525,Gene Taylor CBOC,600 N Main,Mt Vernon,MO,65712,37.108696,-93.818886,417-466-4000 Or 417-466-4000,0.0,653
52bda4a8-fed5-30c9-a524-c0e0f73f2d57,PRIMARY CARE CENTER OF KANSAS CITY LLC,4741 S ARROWHEAD,INDEPENDENCE,MO,640557021,39.0924792,-94.4137923,8167956000,0.0,45
2f5c3413-78c1-3a55-b308-c1ba577815e6,LUTHERAN SENIOR SERVICES AT BREEZE PARK,600 BREEZE PARK DRIVE,WELDON SPRING,MO,633049139,38.7227526,-90.6552177,6369395223,0.0,12
bb4e936f-42d3-3813-98eb-e445f890dd98,BOLIVAR MEDICAL CENTER INC,714 N POMME DE TERRE AVE,BOLIVAR,MO,656131241,37.621373,-93.393067,4173264000,0.0,37
5a0cfb08-a9b7-36fe-a721-34894a92af60,MERCY HOSPITAL SOUTH,10010 KENNERLY RD,SAINT LOUIS,MO,631283206,38.50613535,-90.38330256066584,3145251000,0.0,110
21e3e88e-0765-315e-b46e-4660e2f522d3,NORTH KANSAS CITY HOSPITAL HOME HEALTH SERVICES,2750 CLAY EDWARDS DRIVE  SUITE 405,NORTH KANSAS CITY,MO,641163237,39.149989182631664,-94.54998386575696,8166911358,0.0,14
15214bb9-7e57-3e4f-a0b2-a0549d3fa60b,URGENT CARE BILLING,1301 S BELT HWY,RAYMORE,MO,640839298,38.810131,-94.4676501,8162794100,0.0,13
6d3cddfb-4ffd-36d3-8951-da4f599ceb72,HARRISON COUNTY COMMUNITY HOSPITAL DISTRICT,2600 MILLER ST,BETHANY,MO,644242701,40.264392400000006,-94.02533600604039,6604252211,0.0,5
c556b156-8632-33b6-ba39-1326a7c9cb1a,INSPIRE HOME HEALTH LLC,305 WEST MAPLE,PILOT KNOB,MO,636630507,37.6211611,-90.6404007,5735460701,0.0,60
cb716dd8-f575-3fae-b7f4-c06b1533e007,SCOTLAND COUNTY MEMORIAL HOSPITAL,450 E SIGLER AVE,MEMPHIS,MO,635551726,40.4657654,-92.1651311,6604658511,0.0,10
2bd84794-579d-3064-a5d4-2dfcf5a51a63,CAPE GIRARDEAU BEHAVIORAL HEALTH LLC,639 S SILVER SPRINGS RD,CAPE GIRARDEAU,MO,637037539,37.28769303716486,-89.56510548286914,6016305669,0.0,25
6b8b737a-c07a-3acc-b73b-9ba98070727d,PRIMARY HEALTH CARE ASSOCIATES LLC,5960 HOWDERSHELL RD STE 204,HAZELWOOD,MO,630424103,38.782510477508204,-90.38269903278976,3148951136,0.0,85
4dda855b-9cd4-3952-b9c4-8f352238bbbb,HERMANN MEDICAL ARTS,509A W 18TH ST,HERMANN,MO,650411547,38.6923103,-91.452115,5734865711,0.0,45
da53031c-bd32-3a74-98fb-6dc7603464ae,DOC IN A BOX URGENT CARE LLC,1000 WEBSTER STREET,MEXICO,MO,652652294,39.1697626,-91.8829484,5735812347,0.0,45
9dd123f4-6100-3d4f-9602-a1da8505e601,HINES FAMILY CARE CENTER INC,13300 NEW HALLS FERRY RD,FLORISSANT,MO,630333251,38.7971513,-90.2906006,3148301900,0.0,36
745e2ce1-6073-378f-b605-e54029ed80e8,SIGNATURE PSYCHIATRIC HOSPITAL,2900 CLAY EDWARDS DRIVE,NORTH KANSAS CITY,MO,641163258,39.14894175081523,-94.55003040659524,8166915101,0.0,117
14f88fb6-ac44-3475-9d6c-c40ae8a84051,LESTER E COX MEDICAL CENTERS,2702 E SUNSHINE ST,SPRINGFIELD,MO,658042047,37.18073176470588,-93.24193929411764,4172691922,0.0,29
88b1e2d3-5c0b-3f8d-bbec-78d2979bc867,URGENT CARE OF CASS COUNTY  LLC,2019 W FOXWOOD DR,RAYMORE,MO,640839380,38.81272026315789,-94.4932862631579,8167956000,0.0,25
f27d3a55-591a-3554-b7f1-e4fd3d067b57,NORTH HARRISON MEDICAL CLINIC,16027 LOCUST STREET,EAGLEVILLE,MO,644427130,40.467447,-93.983209,6608675111,0.0,42
d8470325-88f7-3bd4-a6a3-e880ad4811f8,LESTER E COX MEDICAL CENTERS,3805 S KANSAS EXPY STE B,SPRINGFIELD,MO,658076989,37.14498295,-93.32018788321479,4172690269,0.0,37
ebe1a896-c7d1-3408-a33b-2a67221622ba,MERCY ST FRANCIS HOSPITAL,100 WEST HIGHWAY 60,MOUNTAIN VIEW,MO,655488542,36.9953322,-91.703755,4179347000,0.0,32
9d5f71c6-1f0e-369e-80ad-7b7a689b4abd,MOSIAC LIFE CARE AT ST JOSEPH,5325 FARAON STREET,SAINT JOSEPH,MO,645063488,39.7702143968254,-94.77175903174603,8162716480,0.0,913
a285a196-0c2c-3f95-aeb7-d3f7c011d631,PREFERRED FAMILY HEALTHCARE INC,4066 DUNNICA AVE,SAINT LOUIS,MO,631163510,38.58849812563025,-90.25641336574667,6362241700,0.0,34
4ca7dffa-f2f9-3a4c-937c-86edbd3d00a2,CODE 1 WELLNESS,5722 N BROADWAY ST STE F,KANSAS CITY,MO,641183997,39.2552123,-94.5849573,8163722948,0.0,37
ec514a2f-3a06-36f3-89f9-e59f2952897f,CATHOLIC COMMUNITY HOSPICE,3210 MICHIGAN AVENUE  STE 160,KANSAS CITY,MO,641093102,39.06804905,-94.56145087222288,8165235634,0.0,14
5f063a4d-c77c-3b50-84e6-993438eb293b,KNOX COUNTY NURSING HOME DISTRICT,55774 STATE HIGHWAY 6,EDINA,MO,635374253,40.1675386,-92.1726821,6603972282,0.0,8
b3c94209-a412-3131-a936-8e167b10dcb2,DELMAR GARDENS OF O'FALLON,7068 SOUTH OUTER 364,O FALLON,MO,633687757,38.7591466,-90.7166218,6362406100,0.0,8
151449da-e649-30aa-80a1-0477219b91c9,SAMUEL U RODGERS HEALTH CENTER INC,4531 NE 44TH TER,KANSAS CITY,MO,641171881,39.1739899,-94.52612053433528,8163215223,0.0,53
2b954a77-4e95-3840-8d88-5bceb2b052fe,APOLLO MEDICAL,10511 OLD OLIVE STREET RD,SAINT LOUIS,MO,631415925,38.674371848484846,-90.41287293939394,3146920611,0.0,3
3961f347-b081-34f0-8e9b-7b77fd45e1b7,VETERANS ADVANTAGE URGENT CARE INC,1901 WASHINGTON AVE,SAINT LOUIS,MO,631031623,38.633883,-90.206471,3146962090,0.0,12
c56701d6-a86f-32b8-9787-5375e0e129fa,NURSING & REHAB AT INDEPENDENCE  LLC,1800 S SWOPE DR,INDEPENDENCE,MO,640571084,39.085247,-94.368997,8162572566,0.0,3
dc045082-8fa0-31a9-b775-489f22bb3107,JACKSON PRIMARY CARE LLC,2685 E MAIN ST SUITE A,JACKSON,MO,637552474,37.38010238698316,-89.63627097943771,5732041400,0.0,6
aacb20a9-f9c5-3050-8380-9a0189449dea,CITIZENS MEMORIAL HOSPITAL DISTRICT,1500 N OAKLAND AVE,BOLIVAR,MO,656133011,37.626443949999995,-93.42008543862639,4173266000,0.0,99
ccf96787-4da1-3202-8326-c9ecbd5d6244,AW HEALTH CARE,7212 BALSON AVE,SAINT LOUIS,MO,631303001,38.66350769981462,-90.32228912291453,3147265600,0.0,16
65d530cc-55ef-34e3-8276-265e85796f24,DAVIESS COUNTY NURSING AND REHABILITATION,1337 WEST GRAND,GALLATIN,MO,646408320,39.914318,-93.983452,6606632197,0.0,3
2fa063ec-1bc9-327e-a414-61b24e8db436,MOUNT CARMEL COMMUNITIES O'FALLON LLC,206 N MAIN ST,O FALLON,MO,633662290,38.8123862,-90.699023,6362405754,0.0,3
06f1b29c-1239-31ee-a974-2d20e056fc4b,HERMANN AREA HOSPITAL DISTRICT,509 WEST 18TH ST,HERMANN,MO,650411547,38.693076000000005,-91.44945885654896,5734862191,0.0,34
8e79db54-4e47-3a11-a6dc-25552dcc05a7,MERCY HOSPITAL JEFFERSON,1400 HIGHWAY 61,IMPERIAL,MO,63052,38.3697763,-90.3784525,6369331000,0.0,160
d0ae3357-decf-3dc4-8fa0-ab2e9b43d216,MOSAIC LIFE CARE HOSPICE,5506 CORPORATE DRIVE,SAINT JOSEPH,MO,645077764,39.75504639475637,-94.76483406954827,8162717190,0.0,11
7e9e0faf-9f1c-3fc8-b347-ad57e95c1fa5,SELECT SPECIALTY HOSPITAL-ST LOUIS,300 FIRST CAPITOL DRIVE,ST CHARLES,MO,633012844,38.7809305,-90.48486186940953,3147683400,0.0,57
d7b25f9e-40f2-31dd-87af-91a8299013d3,COX HEALTH CENTER MARSHFIELD,1245 BANNING STREET,MARSHFIELD,MO,657061001,37.34506077867627,-92.9270527144476,4178592339,0.0,35
3f2973f0-b3ab-3f73-a76e-756be35765f5,IRON COUNTY MEDICAL CENTER,301 NORTH HIGHWAY 21,PILOT KNOB,MO,636630548,37.6211611,-90.6404007,5735461260,0.0,327
e0e48095-9081-3f12-b9e2-528a4bf64474,FAMILY MEDICINE - SLMG SOUTH  LLC,1501 PROFESSIONAL DR,IMPERIAL,MO,630523809,38.3697763,-90.3784525,6364644000,0.0,47
a37914f1-fc66-3735-8d2e-9ac9ff8f0d34,CARROLL CO MEM HOSPITAL HOME HEALTH CARE AGENCY,1502 N JEFFERSON STREET,CARROLLTON,MO,646331948,39.3765782,-93.49250001014481,6605423301,0.0,4
83314715-b5c3-3149-81df-3d885fcc0548,BENTON COUNTY HOSPICE,P O BOX 935,WARSAW,MO,653553157,38.2442186,-93.3774013,6604382876,0.0,30
a5c780c8-dd71-3772-b505-0ef24c9cfe81,SAINT LUKES NORTH HOSPITAL,5830 N W BARRY ROAD,SMITHVILLE,MO,640899317,39.3868396,-94.5815937,8168916000,0.0,259
4da179df-6550-3208-b486-070a611e4660,FREUDENTHAL PRIMARY CARE FOR SENIORS  LLC,2425 N. WOODBINE ROAD,SAINT JOSEPH,MO,645063673,39.7897659341293,-94.79663311654645,8163878881,0.0,103
f9277a66-3e08-3e1a-8e1b-32293f4ae6f4,KANSAS CARENOW URGENT CARE LLC,3500 W 95TH ST,RAYTOWN,MO,641336509,39.0168425,-94.4630468,9132037964,0.0,86
